image_id,round,psnr,ssim,mse,label,inferred_label,seed
250,50,9.997612910516686,0.0665951082693978,0.10005497987499502,25,25,1.0
310,50,5.796573940142281,0.009273827999580363,0.2632343774887934,31,31,1.0
399,50,5.515226771809861,0.0023569332167455675,0.2808518718935601,39,39,1.0
5,50,4.8991408951291,0.017876371747354496,0.32365767533115064,0,0,2.0
40,50,5.112385555910588,-0.0030254612259862992,0.3081494836969888,4,4,2.0
90,50,5.266090187095093,0.006474180137812291,0.2974342531257459,9,9,2.0
130,50,5.3207368048693215,-0.01197113706764378,0.2937151305548927,13,13,2.0
200,50,5.321232668092149,-0.004191948573457024,0.2936815970371711,20,20,2.0
250,50,4.869460356198232,0.015642662732431808,0.32587719119664094,25,25,2.0
310,50,5.203241428188349,0.0185991150124263,0.3017698570782089,31,31,2.0
399,50,5.64475036139568,0.013058074516672192,0.2725994428436411,39,39,2.0
