sample_rate,noise_multiplier,epsilon,acc_mean,acc_std
0.5,0.5,454.4937944279288,0.7791666666666667,0.10223203455321082
0.25,0.5,196.92756000174393,0.06666666666666667,0.01178511301977579
0.25,1.0,48.617983774953736,0.025000000000000005,3.469446951953614e-18
